city_nm,ksh_cd,city_type_cd,county_nm,district_cd,district_nm,district_seat_nm,area_no,population_no,apartments_no,country_cd,longitude_no,latitude_no
Báta,11712,község,Tolna,173 0,Szekszárdi,Szekszárd,"6,616",1401,735,HU,18.7725,46.13
Bátaapáti,28909,község,Tolna,170 0,Bonyhádi,Bonyhád,"2,044",351,146,HU,18.600833,46.223167
Bátaszék,8864,város,Tolna,173 0,Szekszárdi,Szekszárd,"6,357",5851,2518,HU,18.722167,46.194667
Baté,32337,község,Somogy,143 0,Kaposvári,Kaposvár,"1,028",771,298,HU,17.9645,46.357833
Bátmonostor,3656,község,Bács-Kiskun,035 0,Bajai,Baja,"3,795",1395,700,HU,18.926833,46.1045
Bátonyterenye,33534,város,Nógrád,117 1,Bátonyterenyei,Bátonyterenye,"7,892",11118,5739,HU,19.826333,47.9925
Bátor,24022,község,Heves,104 0,Egri,Eger,"2,732",361,202,HU,20.264,47.990167
Bátorliget,2990,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"3,330",564,326,HU,22.271833,47.759333
Battonya,18102,város,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,"14,571",4860,2882,HU,21.019333,46.2885
Bátya,11961,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"3,386",1799,922,HU,18.9535,46.486
Batyk,24864,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,808,355,188,HU,17.034833,46.991
Bázakerettye,18698,község,Zala,195 0,Letenyei,Letenye,803,715,393,HU,16.7315,46.525333
Bazsi,7427,község,Veszprém,188 0,Sümegi,Sümeg,910,412,195,HU,17.245333,46.9325
Béb,22901,község,Veszprém,187 0,Pápai,Pápa,703,251,110,HU,17.600833,47.344667
Becsehely,23144,község,Zala,195 0,Letenyei,Letenye,"3,608",1868,754,HU,16.796,46.450333
Becske,12016,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"1,566",483,282,HU,19.378,47.911167
Becskeháza,27049,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,500,42,29,HU,20.837167,48.529333
Becsvölgye,18360,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"2,140",700,322,HU,16.688833,46.758167
Bedegkér,20710,község,Somogy,147 0,Tabi,Tab,"2,600",379,183,HU,18.061667,46.651
Bedő,33446,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"1,020",283,133,HU,21.7515,47.163833
Bejcgyertyános,10384,község,Vas,179 0,Sárvári,Sárvár,"3,143",416,256,HU,16.923667,47.1505
Békás,27058,község,Veszprém,187 0,Pápai,Pápa,652,204,90,HU,17.3525,47.333333
Bekecs,6929,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,"2,572",2206,952,HU,21.1735,48.152
Békés,9760,város,Békés,045 1,Békési,Békés,"12,723",17526,8254,HU,21.1335,46.772833
Békéscsaba,15200,"megyeszékhely, megyei jogú város",Békés,046 1,Békéscsabai,Békéscsaba,"19,393",54460,30019,HU,21.085167,46.677
Békéssámson,26189,község,Békés,050 0,Orosházi,Orosháza,"7,121",2155,1086,HU,20.62,46.4225
Békésszentandrás,2680,nagyközség,Békés,052 0,Szarvasi,Szarvas,"7,745",3303,1837,HU,20.484167,46.871
Bekölce,4400,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,"1,377",590,342,HU,20.271333,48.0805
Bélapátfalva,33260,város,Heves,103 1,Bélapátfalvai,Bélapátfalva,"3,663",2763,1298,HU,20.352333,48.055
Bélavár,6910,község,Somogy,140 0,Barcsi,Barcs,"2,278",292,206,HU,17.217667,46.121
Belecska,28662,község,Tolna,174 0,Tamási,Tamási,"1,441",308,147,HU,18.415667,46.642333
Beled,10588,város,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,"2,647",2417,1105,HU,17.096667,47.4665
Beleg,17127,község,Somogy,145 0,Nagyatádi,Nagyatád,"1,799",570,224,HU,17.4145,46.315833
Belezna,9168,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"3,093",596,286,HU,16.939167,46.329667
Bélmegyer,19390,község,Békés,045 0,Békési,Békés,"6,305",786,502,HU,21.184667,46.872167
Beloiannisz,8466,község,Fejér,078 0,Dunaújvárosi,Dunaújváros,454,979,443,HU,18.825,47.1835
Belsősárd,20950,község,Zala,194 0,Lenti,Lenti,979,86,43,HU,16.472833,46.643333
Belvárdgyula,19008,község,Baranya,024 0,Bólyi,Bóly,"1,723",344,167,HU,18.432833,45.974
Benk,25441,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,850,414,169,HU,22.2315,48.300667
Bénye,25098,község,Pest,130 0,Monori,Monor,"1,652",1205,520,HU,19.544333,47.355
Bér,32911,község,Nógrád,118 0,Pásztói,Pásztó,"2,549",369,203,HU,19.505333,47.864
Bérbaltavár,32124,község,Vas,182 0,Vasvári,Vasvár,"2,567",482,241,HU,16.971167,47.0145
Bercel,2389,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"3,590",1746,711,HU,19.406833,47.872667
Beregdaróc,28246,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"2,383",840,343,HU,22.525833,48.1995
Beregsurány,20677,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,601",614,228,HU,22.548833,48.162833
Berekböszörmény,18467,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"4,284",1686,723,HU,21.681167,47.062167
Berekfürdő,34005,község,Jász-Nagykun-Szolnok,163 0,Karcagi,Karcag,"1,857",1065,594,HU,20.836667,47.382333
Beremend,31927,nagyközség,Baranya,031 0,Siklósi,Siklós,"4,826",2110,996,HU,18.434167,45.788667
Berente,34290,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,922,1020,385,HU,20.6665,48.2355
Beret,29674,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,677,322,91,HU,21.023833,48.345167
Berettyóújfalu,12788,város,Hajdú-Bihar,094 1,Berettyóújfalui,Berettyóújfalu,"17,101",13999,6490,HU,21.5375,47.2255
Berhida,33127,város,Veszprém,190 0,Várpalotai,Várpalota,"4,272",5747,2042,HU,18.1365,47.118667
Berkenye,9034,község,Nógrád,119 0,Rétsági,Rétság,"1,346",774,307,HU,19.0725,47.889333
Berkesd,16461,község,Baranya,028 0,Pécsi,Pécs,"1,904",768,296,HU,18.411333,46.0755
Berkesz,7472,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,"1,318",777,294,HU,21.962667,48.097167
Bernecebaráti,18777,község,Pest,137 0,Szobi,Szob,"3,769",796,469,HU,18.917167,48.0365
Berzék,26356,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"1,059",1005,340,HU,20.982333,48.0275
Berzence,30119,nagyközség,Somogy,141 0,Csurgói,Csurgó,"5,376",2262,955,HU,17.152,46.210667
Besence,30049,község,Baranya,030 0,Sellyei,Sellye,958,108,36,HU,17.968333,45.895333
Besenyőd,13639,község,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,945,688,250,HU,22.0085,47.964
Besenyőtelek,27517,község,Heves,105 0,Füzesabonyi,Füzesabony,"4,910",2435,1054,HU,20.4325,47.699833
Besenyszög,11305,város,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"13,808",3107,1387,HU,20.261667,47.298167
Besnyő,16346,község,Fejér,078 0,Dunaújvárosi,Dunaújváros,"4,464",1745,705,HU,18.795667,47.191167
Beszterec,21227,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,"1,159",884,334,HU,21.839,48.160333
Bezedek,14119,község,Baranya,027 0,Mohácsi,Mohács,"1,136",182,97,HU,18.5865,45.864833
Bezenye,29805,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,"3,003",1349,558,HU,17.216167,47.9605
Bezeréd,12830,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,214",138,141,HU,17.013833,46.869667
Bezi,10560,község,Győr-Moson-Sopron,087 0,Győri,Győr,"1,119",476,201,HU,17.391833,47.674667
Biatorbágy,8891,város,Pest,123 0,Budakeszi,Budakeszi,"4,412",15338,5835,HU,18.818833,47.471333
Bicsérd,13310,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"1,975",978,375,HU,18.079667,46.023333
Bicske,10481,város,Fejér,077 1,Bicskei,Bicske,"7,708",11248,4427,HU,18.634333,47.489
Bihardancsháza,25256,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,831,147,100,HU,21.317333,47.229333
Biharkeresztes,19956,város,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"4,926",3853,1637,HU,21.722333,47.129333
Biharnagybajom,24828,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,"6,135",2355,1078,HU,21.285167,47.173167
Bihartorda,29887,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,"2,238",831,398,HU,21.356333,47.216
Biharugra,29610,község,Békés,051 0,Sarkadi,Sarkad,"5,284",722,527,HU,21.5985,46.970333
Bikács,11970,község,Tolna,172 0,Paksi,Paks,"3,467",396,194,HU,18.667,46.677333
Bikal,4899,község,Baranya,026 0,Komlói,Komló,"1,703",597,324,HU,18.286833,46.332167
Biri,2945,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,"2,259",1238,526,HU,21.856667,47.817333
Birján,5139,község,Baranya,028 0,Pécsi,Pécs,907,520,199,HU,18.377167,46.0
Bisse,24925,község,Baranya,031 0,Siklósi,Siklós,"1,380",217,117,HU,18.262833,45.9095
Boba,29203,község,Vas,176 0,Celldömölki,Celldömölk,"1,095",730,332,HU,17.188667,47.1845
Bocfölde,17543,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,868,1140,439,HU,16.842833,46.780167
Boconád,22354,község,Heves,108 0,Hevesi,Heves,"2,956",1225,626,HU,20.1925,47.642167
Bócsa,8305,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,"9,704",1777,920,HU,19.482833,46.614833
Bocska,31291,község,Zala,196 0,Nagykanizsai,Nagykanizsa,738,281,128,HU,16.915167,46.554833
Bocskaikert,34102,község,Hajdú-Bihar,098 0,Hajdúhadházi,Hajdúhadház,"1,089",4118,1636,HU,21.652,47.650667
Boda,20899,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"1,542",417,169,HU,18.050167,46.081
Bodajk,18254,város,Fejér,082 0,Móri,Mór,"2,898",3828,1551,HU,18.232167,47.322
Bodmér,11624,község,Fejér,077 0,Bicskei,Bicske,717,237,118,HU,18.537333,47.4505
Bodolyabér,33002,község,Baranya,026 0,Komlói,Komló,909,186,113,HU,18.12,46.197667
Bodonhely,6220,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,"1,110",360,182,HU,17.407667,47.564167
Bodony,14933,község,Heves,109 0,Pétervásárai,Pétervására,"2,896",683,449,HU,20.024,47.943
Bodorfa,4321,község,Veszprém,188 0,Sümegi,Sümeg,222,84,49,HU,17.3445,47.076833
Bodrog,10506,község,Somogy,143 0,Kaposvári,Kaposvár,"1,478",387,190,HU,17.659167,46.475167
Bodroghalom,23737,község,Borsod-Abaúj-Zemplén,054 0,Cigándi,Cigánd,"2,686",1158,492,HU,21.706833,48.3
Bodrogkeresztúr,30784,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,"2,988",838,509,HU,21.360667,48.159
Bodrogkisfalud,33808,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,"1,467",770,419,HU,21.362833,48.1735
Bodrogolaszi,14401,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,"2,061",807,391,HU,21.516833,48.285
Bódvalenke,27429,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,663,290,56,HU,20.804667,48.542167
Bódvarákó,33303,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,922,78,79,HU,20.7385,48.509333
Bódvaszilas,5926,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,922",913,445,HU,20.732833,48.537333
Bogács,25195,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"2,469",1941,1193,HU,20.534,47.902333
Bogád,32151,község,Baranya,028 0,Pécsi,Pécs,784,1055,495,HU,18.325167,46.086333
Bogádmindszent,21892,község,Baranya,030 0,Sellyei,Sellye,"1,158",361,137,HU,18.044833,45.907
Bogdása,10694,község,Baranya,030 0,Sellyei,Sellye,"2,099",222,120,HU,17.7925,45.877667
Bogyiszló,3425,község,Tolna,175 0,Tolnai,Tolna,"5,593",1973,901,HU,18.823833,46.384833
Bogyoszló,4367,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,"2,622",597,307,HU,17.187,47.5605
Bojt,14137,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"2,688",466,200,HU,21.733667,47.193667
Bókaháza,19929,község,Zala,193 0,Keszthelyi,Keszthely,670,244,138,HU,17.106,46.775
Bokod,7311,község,Komárom-Esztergom,113 0,Oroszlányi,Oroszlány,"2,993",2138,811,HU,18.252833,47.491167
Bokor,3841,község,Nógrád,118 0,Pásztói,Pásztó,675,91,66,HU,19.5415,47.932
Boldog,3452,község,Heves,107 0,Hatvani,Hatvan,"2,674",2890,1159,HU,19.6915,47.601
Boldogasszonyfa,13116,község,Baranya,033 0,Szigetvári,Szigetvár,"1,722",385,207,HU,17.840167,46.184167
Boldogkőújfalu,18944,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,"1,098",642,203,HU,21.242833,48.318
Boldogkőváralja,14474,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,"2,199",1007,426,HU,21.237833,48.34
Boldva,8396,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"2,834",2407,797,HU,20.788333,48.2185
Bolhás,13994,község,Somogy,145 0,Nagyatádi,Nagyatád,"3,143",378,183,HU,17.269833,46.266833
Bolhó,18120,község,Somogy,140 0,Barcsi,Barcs,"2,507",631,376,HU,17.304,46.041333
Bóly,33154,város,Baranya,024 1,Bólyi,Bóly,"2,544",3707,1585,HU,18.518667,45.967333
Boncodfölde,10782,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,590,399,139,HU,16.738167,46.869833
Bonyhád,6497,város,Tolna,170 1,Bonyhádi,Bonyhád,"7,214",12031,5550,HU,18.525667,46.3
Bonyhádvarasd,14818,község,Tolna,170 0,Bonyhádi,Bonyhád,"1,045",376,159,HU,18.480333,46.370833
Bonnya,22673,község,Somogy,147 0,Tabi,Tab,"1,462",221,144,HU,17.904333,46.596
Bordány,8192,nagyközség,Csongrád-Csanád,074 0,Mórahalmi,Mórahalom,"3,648",3223,1527,HU,19.923167,46.319833
Borgáta,3090,község,Vas,176 0,Celldömölki,Celldömölk,621,228,137,HU,17.082,47.162333
Borjád,6725,község,Baranya,024 0,Bólyi,Bóly,"1,559",370,155,HU,18.4715,45.936667
Borota,19327,község,Bács-Kiskun,036 0,Jánoshalmai,Jánoshalma,"8,180",1102,758,HU,19.223667,46.266833
Borsfa,10056,község,Zala,195 0,Letenyei,Letenye,"1,183",673,289,HU,16.783167,46.505333
Borsodbóta,30669,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,813,782,324,HU,20.398167,48.211333
Borsodgeszt,16124,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"1,506",272,164,HU,20.694667,47.956833
Borsodivánka,6707,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"1,589",648,248,HU,20.6385,47.700167
Borsodnádasd,5315,város,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,"2,808",2808,1333,HU,20.245833,48.1225
Borsodszentgyörgy,30207,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,"2,152",1029,467,HU,20.204667,48.187833
Borsodszirák,16799,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,101",1204,379,HU,20.768333,48.264333
Borsosberény,9894,község,Nógrád,119 0,Rétsági,Rétság,"2,026",857,381,HU,19.1115,47.976
Borszörcsök,4765,község,Veszprém,186 0,Devecseri,Devecser,"1,180",368,161,HU,17.405167,47.134667
Borzavár,30252,község,Veszprém,192 0,Zirci,Zirc,"1,300",740,334,HU,17.835667,47.293167
Bosta,14368,község,Baranya,028 0,Pécsi,Pécs,595,121,50,HU,18.213667,45.95
Botpalád,22239,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,650",606,231,HU,22.732667,47.985667
Botykapeterd,13365,község,Baranya,033 0,Szigetvári,Szigetvár,"1,743",319,131,HU,17.868667,46.050167
Bozzai,6390,község,Vas,181 0,Szombathelyi,Szombathely,443,301,119,HU,16.764333,47.208833
Bozsok,5023,község,Vas,178 0,Kőszegi,Kőszeg,"2,091",357,150,HU,16.492333,47.328833
Bózsva,31006,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,"1,639",191,113,HU,21.47,48.4755
Bő,5476,község,Vas,179 0,Sárvári,Sárvár,"1,065",698,316,HU,16.816,47.368333
Bőcs,5306,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"2,432",2589,934,HU,20.958167,48.044833
Böde,22877,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,917,269,112,HU,16.7195,46.8385
Bödeháza,4163,község,Zala,194 0,Lenti,Lenti,667,52,56,HU,16.395333,46.649833
Bögöt,11651,község,Vas,179 0,Sárvári,Sárvár,499,379,178,HU,16.832167,47.252167
Bögöte,7296,község,Vas,179 0,Sárvári,Sárvár,"2,074",298,163,HU,17.048,47.0845
Böhönye,26532,község,Somogy,144 0,Marcali,Marcali,"6,417",2137,940,HU,17.395,46.4105
Bököny,11299,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,"3,548",2837,1167,HU,21.7275,47.9025
Bölcske,6558,község,Tolna,172 0,Paksi,Paks,"5,878",2610,1241,HU,18.964333,46.74
Bőny,33950,község,Győr-Moson-Sopron,087 0,Győri,Győr,"5,042",2216,870,HU,17.8695,47.652
Börcs,6619,község,Győr-Moson-Sopron,087 0,Győri,Győr,"1,276",1425,508,HU,17.501333,47.685167
Börzönce,21139,község,Zala,196 0,Nagykanizsai,Nagykanizsa,560,42,35,HU,16.889333,46.580167
Bősárkány,15501,nagyközség,Győr-Moson-Sopron,086 0,Csornai,Csorna,"2,332",2201,834,HU,17.250333,47.6915
Bőszénfa,26277,község,Somogy,143 0,Kaposvári,Kaposvár,"4,295",463,194,HU,17.852,46.236333
Bucsa,13471,község,Békés,053 0,Szeghalmi,Szeghalom,"5,582",2011,930,HU,20.997833,47.204
Bucsu,32984,község,Vas,181 0,Szombathelyi,Szombathely,"1,654",596,209,HU,16.493167,47.264
Búcsúszentlászló,20613,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,154,721,276,HU,,
Bucsuta,7986,község,Zala,195 0,Letenyei,Letenye,"1,618",210,104,HU,16.837,46.565333
Budajenő,3407,község,Pest,123 0,Budakeszi,Budakeszi,"1,242",2576,836,HU,18.8035,47.5565
Budakalász,23463,város,Pest,135 0,Szentendrei,Szentendre,"1,517",12061,4564,HU,19.050167,47.623
Budakeszi,12052,város,Pest,123 1,Budakeszi,Budakeszi,"3,710",15862,6088,HU,18.933833,47.513833
Budaörs,23278,város,Pest,123 0,Budakeszi,Budakeszi,"2,359",29398,11343,HU,18.9625,47.458833
Budapest,13578,főváros ,,,,,"52,511",1686222,969208,HU,19.159333,47.4825
Budapest 01. ker.,9566,fővárosi kerület,főváros,001 1,Budapest 01. ker.,Budapest 01. ker.,341,24203,17498,HU,,
Budapest 02. ker.,3179,fővárosi kerület,főváros,002 1,Budapest 02. ker.,Budapest 02. ker.,"3,634",85803,49764,HU,,
Budapest 03. ker.,18069,fővárosi kerület,főváros,003 1,Budapest 03. ker.,Budapest 03. ker.,"3,970",125147,65815,HU,,
Budapest 04. ker.,5467,fővárosi kerület,főváros,004 1,Budapest 04. ker.,Budapest 04. ker.,"1,882",94824,50762,HU,,
Budapest 05. ker.,13392,fővárosi kerület,főváros,005 1,Budapest 05. ker.,Budapest 05. ker.,259,23701,20375,HU,,
Budapest 06. ker.,16586,fővárosi kerület,főváros,006 1,Budapest 06. ker.,Budapest 06. ker.,238,35047,29300,HU,,
Budapest 07. ker.,29744,fővárosi kerület,főváros,007 1,Budapest 07. ker.,Budapest 07. ker.,209,49388,38221,HU,,
Budapest 08. ker.,25405,fővárosi kerület,főváros,008 1,Budapest 08. ker.,Budapest 08. ker.,685,70309,48204,HU,,
Budapest 09. ker.,29586,fővárosi kerület,főváros,009 1,Budapest 09. ker.,Budapest 09. ker.,"1,253",59722,44991,HU,,
Budapest 10. ker.,10700,fővárosi kerület,főváros,010 1,Budapest 10. ker.,Budapest 10. ker.,"3,249",74365,41412,HU,,
Budapest 11. ker.,14216,fővárosi kerület,főváros,011 1,Budapest 11. ker.,Budapest 11. ker.,"3,348",149126,85018,HU,,
Budapest 12. ker.,24697,fővárosi kerület,főváros,012 1,Budapest 12. ker.,Budapest 12. ker.,"2,666",55650,36025,HU,,
Budapest 13. ker.,24299,fővárosi kerület,főváros,013 1,Budapest 13. ker.,Budapest 13. ker.,"1,344",120573,84621,HU,,
Budapest 14. ker.,16337,fővárosi kerület,főváros,014 1,Budapest 14. ker.,Budapest 14. ker.,"1,812",118759,75176,HU,,
Budapest 15. ker.,11314,fővárosi kerület,főváros,015 1,Budapest 15. ker.,Budapest 15. ker.,"2,694",75236,38588,HU,,
Budapest 16. ker.,8208,fővárosi kerület,főváros,016 1,Budapest 16. ker.,Budapest 16. ker.,"3,351",72411,33336,HU,,
Budapest 17. ker.,2112,fővárosi kerület,főváros,017 1,Budapest 17. ker.,Budapest 17. ker.,"5,482",84428,34577,HU,,
Budapest 18. ker.,29285,fővárosi kerület,főváros,018 1,Budapest 18. ker.,Budapest 18. ker.,"3,860",99247,45766,HU,,
Budapest 19. ker.,4011,fővárosi kerület,főváros,019 1,Budapest 19. ker.,Budapest 19. ker.,938,57895,29205,HU,,
Budapest 20. ker.,6026,fővárosi kerület,főváros,020 1,Budapest 20. ker.,Budapest 20. ker.,"1,219",61508,32591,HU,,
Budapest 21. ker.,13189,fővárosi kerület,főváros,021 1,Budapest 21. ker.,Budapest 21. ker.,"2,575",70084,33885,HU,,
Budapest 22. ker.,10214,fővárosi kerület,főváros,022 1,Budapest 22. ker.,Budapest 22. ker.,"3,425",56499,24836,HU,,
Budapest 23. ker.,34139,fővárosi kerület,főváros,023 1,Budapest 23. ker.,Budapest 23. ker.,"4,077",22297,9242,HU,,
Bugac,32823,nagyközség,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,"13,111",2596,1418,HU,19.681667,46.688333
Bugacpusztaháza,33631,község,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,"4,300",249,129,HU,19.6345,46.702
Bugyi,32027,nagyközség,Pest,125 0,Dabasi,Dabas,"11,537",5241,2223,HU,19.148667,47.226667
Buj,19707,község,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,"3,277",2217,914,HU,21.640833,48.101
Buják,14234,község,Nógrád,118 0,Pásztói,Pásztó,"5,304",1918,918,HU,19.544333,47.882667
Buzsák,17358,község,Somogy,142 0,Fonyódi,Fonyód,"5,968",1346,692,HU,17.584,46.642167
Bük,2431,város,Vas,178 0,Kőszegi,Kőszeg,"2,086",4099,1818,HU,16.752667,47.387167
Bükkábrány,13596,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"1,802",1579,688,HU,20.682167,47.889333
Bükkaranyos,27890,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"2,620",1502,540,HU,20.783333,47.985167
Bükkmogyorósd,19406,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,990,115,106,HU,20.356167,48.1295
Bükkösd,23162,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"3,015",1004,451,HU,18.000833,46.112333
Bükkszék,2963,község,Heves,109 0,Pétervásárai,Pétervására,"1,530",648,432,HU,20.177167,47.988833
Bükkszenterzsébet,10621,község,Heves,109 0,Pétervásárai,Pétervására,"2,486",962,457,HU,20.149667,48.053
Bükkszentkereszt,8022,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"2,697",1140,583,HU,20.633333,48.067667
Bükkszentmárton,22099,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,826,315,121,HU,20.333,48.0715
Bükkzsérc,32887,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"3,724",900,507,HU,20.503333,47.959
Bürüs,7533,község,Baranya,033 0,Szigetvári,Szigetvár,"1,630",77,37,HU,17.761833,45.966
Büssü,8703,község,Somogy,143 0,Kaposvári,Kaposvár,"1,719",341,138,HU,17.965333,46.4575
Büttös,23977,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,"1,818",148,97,HU,21.014833,48.478667
Cák,8271,község,Vas,178 0,Kőszegi,Kőszeg,648,299,146,HU,16.516333,47.357333
Cakóháza,27085,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,288,58,31,HU,17.287333,47.696667
Cece,13152,nagyközség,Fejér,084 0,Sárbogárdi,Sárbogárd,"5,885",2505,1104,HU,18.629167,46.773
Cégénydányád,9681,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,208",584,273,HU,22.5485,47.936
Cegléd,11341,város,Pest,124 1,Ceglédi,Cegléd,"24,490",36391,16296,HU,19.7985,47.170833
Ceglédbercel,20640,község,Pest,124 0,Ceglédi,Cegléd,"2,815",4232,1702,HU,19.670333,47.223333
